published,Title,Survey 대상인가,요약,특이사항,Code,arxiv_abstract,Authors,Link,Citations
2024년 10월 16일 오전 7:51 (GMT+8),The Moral Case for Using Language Model Agents for Recommendation,,,,,"Our information and communication environment has fallen short of the ideals
that networked global communication might have served. Identifying all the
causes of its pathologies is difficult, but existing recommender systems very
likely play a contributing role. In this paper, which draws on the normative
tools of philosophy of computing, informed by empirical and technical insights
from natural language processing and recommender systems, we make the moral
case for an alternative approach. We argue that existing recommenders
incentivise mass surveillance, concentrate power, fall prey to narrow
behaviourism, and compromise user agency. Rather than just trying to avoid
algorithms entirely, or to make incremental improvements to the current
paradigm, researchers and engineers should explore an alternative paradigm: the
use of language model (LM) agents to source and curate content that matches
users' preferences and values, expressed in natural language. The use of LM
agents for recommendation poses its own challenges, including those related to
candidate generation, computational efficiency, preference modelling, and
prompt injection. Nonetheless, if implemented successfully LM agents could:
guide us through the digital public sphere without relying on mass
surveillance; shift power away from platforms towards users; optimise for what
matters instead of just for behavioural proxies; and scaffold our agency
instead of undermining it.","S Lazar,L Thorburn,T Jin,L Belli- arXiv preprint arXiv:2410.12123, 2024 - arxiv.org",https://arxiv.org/abs/2410.12123,
,[AML] Project Proposal Guidelines for Advanced Machine Learning Course,,,,,,J Du - Tsinghua University Course: Advanced Machine … - openreview.net,https://openreview.net/forum?id=0CfLQLw5yV&filter=excludedInvitations%3Atsinghua.edu.cn%2FTHU%2F2024%2FFall%2FAML%2FSubmission2%2F-%2FChat&nesting=3&sort=date-desc,
,Interactive Recommender System: Causality-based Popularity Bias and Popularity Drift,,,,,,"R Ye,WKV Chan, Y Ye,K Zhang… - 2024 4th International …, 2024 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/10602873/,Related articles
,"M3C: a Multi-Domain Multi-Objective, Mixed-Modality Framework for Cost-Effective, Industry Scale Recommendation",,,,,,"L Luo,M Hang, Z Zhang, A Gu, B Zhang, B Liu, C Chen… - openreview.net",https://openreview.net/forum?id=VCZ1o8gFny,
,Retention Depolarization in Recommender System,,,,,,"X Zhang,H Wang, Y Liu - Proceedings of the ACM Web Conference …, 2024 - dl.acm.org",https://dl.acm.org/doi/abs/10.1145/3589334.3645485?casa_token=EvVDp1yB3LUAAAAA:OA58dB-vfVa4X5kcay8v3JIdE6v_fJSlJbTXLQM4XYpaIGNN8A1uStSbvCgEitZR0ao0252ZYHd7SQ,
,[HTML][HTML]Optimizing electric vehicle charging recommendation in smart cities: A multi-agent reinforcement learning approach,,,,,,"P Suanpang, P Jamjuntr - World Electric Vehicle Journal, 2024 - mdpi.com",https://www.mdpi.com/2032-6653/15/2/67,
,M3Rec: A Context-Aware Offline Meta-Level Model-Based Reinforcement Learning Approach for Cold-Start Recommendation,,,,,,"Y Wang,Y Ge,Z Li, L Li,R Chen- ACM Transactions on Information …, 2024 - dl.acm.org",https://dl.acm.org/doi/abs/10.1145/3659947,
,Cutting-Edge Technology in Recommender Systems,,,,,,"L Hu, Y Li, G Cui, K Yi - … Recommender System: Principles, Technologies …, 2024 - Springer",https://link.springer.com/chapter/10.1007/978-981-97-2581-6_10,Related articles
,Attention is not the only choice: Counterfactual reasoning for path-based explainable recommendation,,,,,,"Y Li,X Sun,H Chen,S Zhang… - IEEE Transactions on …, 2024 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/10463173/,
,[HTML][HTML]Analysis of Autonomous Penetration Testing Through Reinforcement Learning and Recommender Systems,,,,,,"AC Moreno,A Hernandez-Suarez,G Sanchez-Perez… - Sensors, 2025 - mdpi.com",https://www.mdpi.com/1424-8220/25/1/211,
2025년 4월 23일 오후 2:43 (GMT+8),Killing Two Birds with One Stone: Unifying Retrieval and Ranking with a Single Generative Recommendation Model,,,,,"In recommendation systems, the traditional multi-stage paradigm, which
includes retrieval and ranking, often suffers from information loss between
stages and diminishes performance. Recent advances in generative models,
inspired by natural language processing, suggest the potential for unifying
these stages to mitigate such loss. This paper presents the Unified Generative
Recommendation Framework (UniGRF), a novel approach that integrates retrieval
and ranking into a single generative model. By treating both stages as sequence
generation tasks, UniGRF enables sufficient information sharing without
additional computational costs, while remaining model-agnostic. To enhance
inter-stage collaboration, UniGRF introduces a ranking-driven enhancer module
that leverages the precision of the ranking stage to refine retrieval
processes, creating an enhancement loop. Besides, a gradient-guided adaptive
weighter is incorporated to dynamically balance the optimization of retrieval
and ranking, ensuring synchronized performance improvements. Extensive
experiments demonstrate that UniGRF significantly outperforms existing models
on benchmark datasets, confirming its effectiveness in facilitating information
transfer. Ablation studies and further experiments reveal that UniGRF not only
promotes efficient collaboration between stages but also achieves synchronized
optimization. UniGRF provides an effective, scalable, and compatible framework
for generative recommendation systems.","L Zhang, K Song, YQ Lee,W Guo,H Wang, Y Li… - arXiv preprint arXiv …, 2025 - arxiv.org",https://arxiv.org/abs/2504.16454,
,Integration of deep reinforcement learning with collaborative filtering for movie recommendation systems,,,,,,"S Peng, S Siet,S Ilkhomjon, DY Kim,DS Park- Applied Sciences, 2024 - mdpi.com",https://www.mdpi.com/2076-3417/14/3/1155,
,FuXi-α: Scaling Recommendation Model with Feature Interaction Enhanced Transformer,,,,,,"Y Ye,W Guo,JY Chin,H Wang, H Zhu, X Lin… - … Proceedings of the …, 2025 - dl.acm.org",https://dl.acm.org/doi/abs/10.1145/3701716.3715448?casa_token=pkj0x8fUEQwAAAAA:Dv_v4l4G24KxVe-QMTDbeXGT5REYsUCeNXAiDXhw2xtmUXRjP3nlXLPb9ncQgp1XJ1KLWOqDlhFFKA,
,Personalized Route Recommendation Based on User Habits for Vehicle Navigation,,,,,,"Y Huang, X Jin,M Fan, X Yang, F Jiang - Proceedings of the 2024 …, 2024 - dl.acm.org",https://dl.acm.org/doi/abs/10.1145/3704657.3704663?casa_token=jSfOrBF5vqcAAAAA:Tvmg2qXTmRKZP-hKkMhDUdMy3S9k_1bdqYyPgfwxx8HE2kJQbyqMOEnxv66tIM22P4nUp9of2rqbmw,
,[PDF][PDF]Exercise Recommendation Algorithm Based on Reinforcement Learning.,,,,,,"S Yu, J Li,T Zhang- Engineering Letters, 2024 - engineeringletters.com",https://www.engineeringletters.com/issues_v32/issue_10/EL_32_10_13.pdf,
,[HTML][HTML]A switching state-space transmission model for tracking epidemics and assessing interventions,,,,,,"J Feng,L Wang- Computational Statistics & Data Analysis, 2024 - Elsevier",https://www.sciencedirect.com/science/article/pii/S0167947324000616,
,YOLOv5_mamba: unmanned aerial vehicle object detection based on bidirectional dense feedback network and adaptive gate feature fusion,,,,,,"S Wu,X Lu, C Guo - Scientific Reports, 2024 - nature.com",https://www.nature.com/articles/s41598-024-73241-x,
,CDCM: ChatGPT-aided diversity-aware causal model for interactive recommendation,,,,,,"X Wen,W Nie, J Liu, Y Su, Y Zhang… - IEEE Transactions on …, 2024 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/10387774/,Cited by 12
,[HTML][HTML]Exploring multi-dimensional interests for session-based recommendation,,,,,,"Y Yang, J Sun, G An - Multimedia Systems, 2024 - Springer",https://idp.springer.com/authorize/casa?redirect_uri=https://link.springer.com/article/10.1007/s00530-024-01437-2&casa_token=k1t-XJrGeUMAAAAA:K7vi6KrMSnzQFrmBGTLkNemmiHuh96j5oa9gKRlo_ku_2qWRfwedODolmtIMoUF9e9iK8yweofIeJwUgkA,
,A hierarchical random effects state-space model for modeling brain activities from electroencephalogram data,,,,,,"X Guo,B Yang,JM Loh,Q Wang, Y Wang - Biometrics, 2024 - academic.oup.com",https://academic.oup.com/biometrics/article-abstract/80/4/ujae130/7879547,
,The bii4africa dataset of faunal and floral population intactness estimates across Africa's major land uses,,,,,,"…, ZJK Madikiza,TAM Mahlaba, D Mallon,ML Mamba… - Scientific data, 2024 - nature.com",https://www.nature.com/articles/s41597-023-02832-6,
2024년 12월 24일 오후 1:27 (GMT+8),VisionGRU: A Linear-Complexity RNN Model for Efficient Image Analysis,,,,,"Convolutional Neural Networks (CNNs) and Vision Transformers (ViTs) are two
dominant models for image analysis. While CNNs excel at extracting multi-scale
features and ViTs effectively capture global dependencies, both suffer from
high computational costs, particularly when processing high-resolution images.
Recently, state-space models (SSMs) and recurrent neural networks (RNNs) have
attracted attention due to their efficiency. However, their performance in
image classification tasks remains limited. To address these challenges, this
paper introduces VisionGRU, a novel RNN-based architecture designed for
efficient image classification. VisionGRU leverages a simplified Gated
Recurrent Unit (minGRU) to process large-scale image features with linear
complexity. It divides images into smaller patches and progressively reduces
the sequence length while increasing the channel depth, thus facilitating
multi-scale feature extraction. A hierarchical 2DGRU module with bidirectional
scanning captures both local and global contexts, improving long-range
dependency modeling, particularly for tasks like semantic segmentation.
Experimental results on the ImageNet and ADE20K datasets demonstrate that
VisionGRU outperforms ViTs, significantly reducing memory usage and
computational costs, especially for high-resolution images. These findings
underscore the potential of RNN-based approaches for developing efficient and
scalable computer vision solutions. Codes will be available at
https://github.com/YangLiu9208/VisionGRU.","S Yin, K Yin,W Chen, E Huang,Y Liu- arXiv preprint arXiv:2412.18178, 2024 - arxiv.org",https://arxiv.org/abs/2412.18178,
,Social domain integrated semantic self-discovery method for recommendation,,,,,,"D Wu, X Fan, P Zhang, M Fu - Pattern Recognition Letters, 2024 - Elsevier",https://www.sciencedirect.com/science/article/pii/S0167865524001594,Related articles
,MemoCRS: Memory-enhanced Sequential Conversational Recommender Systems with Large Language Models,,,,,,"Y Xi,W Liu,J Lin,B Chen,R Tang,W Zhang… - Proceedings of the 33rd …, 2024 - dl.acm.org",https://dl.acm.org/doi/abs/10.1145/3627673.3679599?casa_token=27W8zrQstMcAAAAA:KNjf06vpljW_YNFo5xzTx24nFZZoRdCdKJ1XJWVWX4mW5s-D9-EHL2URVay_c_a6nGEq5k-gAUZb9w,
2024년 8월 7일 오후 12:20 (GMT+8),Lifelong personalized low-rank adaptation of large language models for recommendation,,,,,"We primarily focus on the field of large language models (LLMs) for
recommendation, which has been actively explored recently and poses a
significant challenge in effectively enhancing recommender systems with logical
reasoning abilities and open-world knowledge. Current mainstream efforts mainly
center around injecting personalized information from recommendation models
into LLMs by customizing input templates or aligning representations between
semantic and recommendation spaces at the prediction layer. However, they face
three significant limitations: (1) LoRA is mostly used as a core component in
existing works, but personalization is not well established in LoRA parameters
as the LoRA matrix shared by every user may not cater to different users'
characteristics, leading to suboptimal performance. (2) Although lifelong
personalized behavior sequences are ideal for personalization, their use raises
effectiveness and efficiency issues since LLMs require escalating training and
inference time to extend text lengths. (3) Existing approaches aren't scalable
for large datasets due to training efficiency constraints. Thus, LLMs only see
a small fraction of the datasets (e.g., less than 10%) instead of the whole
datasets, limiting their exposure to the full training space. To address these
problems, we propose RecLoRA. This model incorporates a Personalized LoRA
module that maintains independent LoRAs for different users and a Long-Short
Modality Retriever that retrieves different history lengths for different
modalities, significantly improving performance while adding minimal time cost.
Furthermore, we design a Few2Many Learning Strategy, using a conventional
recommendation model as a lens to magnify small training spaces to full spaces.
Extensive experiments on public datasets demonstrate the efficacy of our
RecLoRA compared to existing baseline models.","J Zhu,J Lin,X Dai,B Chen, R Shan,J Zhu… - arXiv preprint arXiv …, 2024 - arxiv.org",https://arxiv.org/abs/2408.03533,
,Fully actuated system theory and applications: new developments in 2023,,,,,,"G Duan, B Zhou, X Yang - International Journal of Systems …, 2024 - Taylor & Francis",https://www.tandfonline.com/doi/full/10.1080/00207721.2024.2373589,
,Research on digital English teaching materials recommendation based on improved machine learning,,,,,,"M Ma - International Journal of Information Technology and …, 2025 - inderscienceonline.com",https://www.inderscienceonline.com/doi/abs/10.1504/IJITM.2025.144113,Cited by 1
2024년 10월 23일 오전 1:13 (GMT+8),Representation Shattering in Transformers: A Synthetic Study with Knowledge Editing,,,,,"Knowledge Editing (KE) algorithms alter models' weights to perform targeted
updates to incorrect, outdated, or otherwise unwanted factual associations.
However, recent work has shown that applying KE can adversely affect models'
broader factual recall accuracy and diminish their reasoning abilities.
Although these studies give insights into the potential harms of KE algorithms,
e.g., performance evaluations on benchmarks, little is understood about why
such destructive failures occur. Motivated by this, we define a novel synthetic
task in which a Transformer is trained from scratch to internalize a
""structured"" knowledge graph. The structure enforces relationships between
entities of the graph, such that editing a factual association has ""trickling
effects"" on other entities (e.g., altering X's parent is Y to Z affects who X's
siblings' parent is). Through evaluations of edited models on this task, we
show that KE inadvertently affects representations of entities beyond the
targeted one, distorting relevant structures that allow a model to infer unseen
knowledge about an entity. We call this phenomenon representation shattering
and demonstrate that it degrades models' factual recall and reasoning
performance. We further corroborate our findings in naturalistic settings with
pre-trained Llama and Mamba models as well. Overall, our work yields a precise
mechanistic hypothesis to explain why KE has adverse effects on model
abilities.","K Nishi,M Okawa,R Ramesh,M Khona… - arXiv preprint arXiv …, 2024 - arxiv.org",https://arxiv.org/abs/2410.17194,Related articles
